Gene_Name	Num_Events	APA_ID	Transcript	Gene	Chr	LastExon.Start	LastExon.End	Strand	UTR3.Start	UTR3.End	Length	simB5.PAU	simB4.PAU	simB3.PAU	simB2.PAU	simB1.PAU	simA5.PAU	simA4.PAU	simA3.PAU	simA2.PAU	simA1.PAU
ADAM30	2	ENSG00000134249.7_1_D	L00000369400.2	ENSG00000134249.7	chr1	119892532	119896515	-	119892532	119893963	1431	34.349	34.62	33.87	37.316	37.18	100	100	100	83.983	100
ADAM30	2	ENSG00000134249.7_2_P	L00000369400.2	ENSG00000134249.7	chr1	119893532	119896515	-	119893532	119893963	431	65.651	65.38	66.13	62.684	62.82	0	0	0	16.017	0
ADAM7	2	ENSG00000069206.15_1_P	L00000175238.10	ENSG00000069206.15	chr8	24508545	24509565	+	24508546	24509565	1019	83.331	81.401	83.298	80.261	82.555	26.155	34.676	0	32.456	35.745
ADAM7	2	ENSG00000069206.15_2_D	L00000175238.10	ENSG00000069206.15	chr8	24508545	24510565	+	24508546	24510565	2019	16.669	18.599	16.702	19.739	17.445	73.845	65.324	100	67.544	64.255
ADAM8	2	ENSG00000151651.16_1_D	L00000445355.8	ENSG00000151651.16	chr10	133261422	133263233	-	133261422	133263155	1733	41.185	43.369	40.994	44.947	36.235	39.1	46.403	41.092	41.479	36.797
ADAM8	2	ENSG00000151651.16_2_P	L00000445355.8	ENSG00000151651.16	chr10	133262422	133263233	-	133262422	133263155	733	58.815	56.631	59.006	55.053	63.765	60.9	53.597	58.908	58.521	63.203
ADAMTS14	2	ENSG00000138316.11_1_P	L00000373207.2	ENSG00000138316.11	chr10	70760359	70762441	+	70760853	70762441	1588	0	14.791	24.092	0	16.106	86.078	83.645	83.883	80.393	84.304
ADAMTS14	2	ENSG00000138316.11_2_D	L00000373207.2	ENSG00000138316.11	chr10	70760359	70763441	+	70760853	70763441	2588	100	85.209	75.908	100	83.894	13.922	16.355	16.117	19.607	15.696
ADAMTS16	2	ENSG00000145536.15_1_P	L00000274181.7	ENSG00000145536.15	chr5	5319022	5320304	+	5319138	5320304	1166	73.227	70.138	70.949	70.542	73.508	30.546	36.042	31.627	35.368	34.75
ADAMTS16	2	ENSG00000145536.15_2_D	L00000274181.7	ENSG00000145536.15	chr5	5319022	5321304	+	5319138	5321304	2166	26.773	29.862	29.051	29.458	26.492	69.454	63.958	68.373	64.632	65.25
ADAMTS17	2	ENSG00000140470.15_1_D	L00000268070.9	ENSG00000140470.15	chr15	99970436	99974562	-	99970436	99974401	3965	59.294	57.716	58.711	58.1	58.297	52.633	51.146	56.336	53.109	61.44
ADAMTS17	2	ENSG00000140470.15_2_P	L00000268070.9	ENSG00000140470.15	chr15	99971436	99974562	-	99971436	99974401	2965	40.706	42.284	41.289	41.9	41.703	47.367	48.854	43.664	46.891	38.56
ADAMTS2	2	ENSG00000087116.16_1_D	L00000251582.12	ENSG00000087116.16	chr5	179109852	179114324	-	179109852	179113866	4014	78.913	84.425	85.152	89.109	81.243	34.453	33.198	35.603	32.221	34.276
ADAMTS2	2	ENSG00000087116.16_2_P	L00000251582.12	ENSG00000087116.16	chr5	179110852	179114324	-	179110852	179113866	3014	21.087	15.575	14.848	10.891	18.757	65.547	66.802	64.397	67.779	65.724
ADAMTS3	2	ENSG00000156140.10_1_D	L00000286657.10	ENSG00000156140.10	chr4	72279968	72283704	-	72279968	72283135	3167	33.156	43.304	27.397	39.651	34.001	100	88.751	83.398	84.021	89.413
ADAMTS3	2	ENSG00000156140.10_2_P	L00000286657.10	ENSG00000156140.10	chr4	72280968	72283704	-	72280968	72283135	2167	66.844	56.696	72.603	60.349	65.999	0	11.249	16.602	15.979	10.587
ADAMTS4	2	ENSG00000158859.10_1_D	L00000367996.6	ENSG00000158859.10	chr1	161183301	161191564	-	161183301	161191137	7836	40.787	44.887	42.221	47.243	47.952	100	100	81.3	100	89.213
ADAMTS4	2	ENSG00000158859.10_2_P	L00000367996.6	ENSG00000158859.10	chr1	161184301	161191564	-	161184301	161191137	6836	59.213	55.113	57.779	52.757	52.048	0	0	18.7	0	10.787
ADAMTS5	2	ENSG00000154736.6_1_D	L00000284987.6	ENSG00000154736.6	chr21	26916921	26924620	-	26916921	26924052	7131	57.18	61.63	63.404	58.499	58.327	65.952	49.044	64.303	54.27	58.7
ADAMTS5	2	ENSG00000154736.6_2_P	L00000284987.6	ENSG00000154736.6	chr21	26917921	26924620	-	26917921	26924052	6131	42.82	38.37	36.596	41.501	41.673	34.048	50.956	35.697	45.73	41.3
ADAMTSL1	2	ENSG00000178031.18_1_P	L00000380548.9	ENSG00000178031.18	chr9	18908441	18910950	+	18908548	18910950	2402	26.644	25.793	24.595	26.733	24.301	83.085	83.43	82.849	82.829	82.556
ADAMTSL1	2	ENSG00000178031.18_2_D	L00000380548.9	ENSG00000178031.18	chr9	18908441	18911950	+	18908548	18911950	3402	73.356	74.207	75.405	73.267	75.699	16.915	16.57	17.151	17.171	17.444
ADAMTSL3	2	ENSG00000156218.13_1_P	L00000286744.10	ENSG00000156218.13	chr15	84037699	84039842	+	84037806	84039842	2036	56.86	73.125	70.945	68.156	68.724	5.516	4.696	7.771	10.687	7.35
ADAMTSL3	2	ENSG00000156218.13_2_D	L00000286744.10	ENSG00000156218.13	chr15	84037699	84040842	+	84037806	84040842	3036	43.14	26.875	29.055	31.844	31.276	94.484	95.304	92.229	89.313	92.65
ADARB2	2	ENSG00000185736.16_1_D	L00000381312.6	ENSG00000185736.16	chr10	1176312	1183369	-	1176312	1183192	6880	35.511	40.394	33.108	29.266	31.772	83.28	90.712	98.482	96.428	89.042
ADARB2	2	ENSG00000185736.16_2_P	L00000381312.6	ENSG00000185736.16	chr10	1177312	1183369	-	1177312	1183192	5880	64.489	59.606	66.892	70.734	68.228	16.72	9.288	1.518	3.572	10.958
ADCK1	2	ENSG00000063761.16_1_P	L00000238561.10	ENSG00000063761.16	chr14	77933219	77935014	+	77933391	77935014	1623	71.56	71.366	65.692	75.293	62.874	17.694	17.629	12.338	14.154	15.718
ADCK1	2	ENSG00000063761.16_2_D	L00000238561.10	ENSG00000063761.16	chr14	77933219	77936014	+	77933391	77936014	2623	28.44	28.634	34.308	24.707	37.126	82.306	82.371	87.662	85.846	84.282
ADCY1	2	ENSG00000164742.16_1_P	L00000297323.12	ENSG00000164742.16	chr7	45713692	45723116	+	45713995	45723116	9121	42.103	46.566	40.124	45.606	45.633	44.723	44.839	44.215	46.498	44.966
ADCY1	2	ENSG00000164742.16_2_D	L00000297323.12	ENSG00000164742.16	chr7	45713692	45724116	+	45713995	45724116	10121	57.897	53.434	59.876	54.394	54.367	55.277	55.161	55.785	53.502	55.034
ADCY2	2	ENSG00000078295.17_1_P	L00000338316.9	ENSG00000078295.17	chr5	7826718	7830081	+	7826871	7830081	3210	22.17	23.594	21.774	24.88	23.422	76.475	71.953	74.604	75.303	71.201
ADCY2	2	ENSG00000078295.17_2_D	L00000338316.9	ENSG00000078295.17	chr5	7826718	7831081	+	7826871	7831081	4210	77.83	76.406	78.226	75.12	76.578	23.525	28.047	25.396	24.697	28.799
ADCY8	2	ENSG00000155897.10_1_D	L00000286355.10	ENSG00000155897.10	chr8	130779300	130780877	-	130779300	130780389	1089	22.003	33.687	34.885	34.555	37.827	30.354	36.697	34.195	36.85	36.026
ADCY8	2	ENSG00000155897.10_2_P	L00000286355.10	ENSG00000155897.10	chr8	130780300	130780877	-	130780300	130780389	89	77.997	66.313	65.115	65.445	62.173	69.646	63.303	65.805	63.15	63.974
ADCYAP1	2	ENSG00000141433.13_1_P	L00000579794.1	ENSG00000141433.13	chr18	909445	912172	+	909635	912172	2537	47.261	47.985	47.143	51.69	44.848	45.352	47.327	45.074	50.91	46.467
ADCYAP1	2	ENSG00000141433.13_2_D	L00000579794.1	ENSG00000141433.13	chr18	909445	913172	+	909635	913172	3537	52.739	52.015	52.857	48.31	55.152	54.648	52.673	54.926	49.09	53.533
ADCYAP1R1	2	ENSG00000078549.15_1_P	L00000304166.9	ENSG00000078549.15	chr7	31106495	31111474	+	31106684	31111474	4790	77.627	76.358	75.56	77.13	77.556	6.756	9.868	4.264	6.125	8.503
ADCYAP1R1	2	ENSG00000078549.15_2_D	L00000304166.9	ENSG00000078549.15	chr7	31106495	31112474	+	31106684	31112474	5790	22.373	23.642	24.44	22.87	22.444	93.244	90.132	95.736	93.875	91.497
ADGB	2	ENSG00000118492.18_1_P	L00000397944.8	ENSG00000118492.18	chr6	146815031	146815462	+	146815217	146815462	245	93.988	93.883	96.538	94.362	94.791	53.207	54.066	54.586	55.102	55.859
ADGB	2	ENSG00000118492.18_2_D	L00000397944.8	ENSG00000118492.18	chr6	146815031	146816462	+	146815217	146816462	1245	6.012	6.117	3.462	5.638	5.209	46.793	45.934	45.414	44.898	44.141
ADGRA2	2	ENSG00000020181.18_1_P	L00000412232.3	ENSG00000020181.18	chr8	37841085	37844896	+	37842355	37844896	2541	41.374	43.11	46.215	43.194	46.35	43.35	43.096	43.295	44.144	43.255
ADGRA2	2	ENSG00000020181.18_2_D	L00000412232.3	ENSG00000020181.18	chr8	37841085	37845896	+	37842355	37845896	3541	58.626	56.89	53.785	56.806	53.65	56.65	56.904	56.705	55.856	56.745
ADGRB2	2	ENSG00000121753.13_1_D	L00000373658.8	ENSG00000121753.13	chr1	31726116	31727605	-	31726116	31727419	1303	28.079	28.537	27.808	29.218	32.22	28.37	33.092	27.755	27.439	32.553
ADGRB2	2	ENSG00000121753.13_2_P	L00000373658.8	ENSG00000121753.13	chr1	31727116	31727605	-	31727116	31727419	303	71.921	71.463	72.192	70.782	67.78	71.63	66.908	72.245	72.561	67.447
ADGRE1	2	ENSG00000174837.15_1_P	L00000312053.9	ENSG00000174837.15	chr19	6940023	6940450	+	6940029	6940450	421	67.313	68.58	72.227	69.187	62.712	67.529	69.509	69.606	68.339	70.247
ADGRE1	2	ENSG00000174837.15_2_D	L00000312053.9	ENSG00000174837.15	chr19	6940023	6941450	+	6940029	6941450	1421	32.687	31.42	27.773	30.813	37.288	32.471	30.491	30.394	31.661	29.753
ADGRE2	2	ENSG00000127507.18_1_D	L00000315576.8	ENSG00000127507.18	chr19	14731391	14736244	-	14731391	14736235	4844	100	100	100	100	100	38.631	45.899	41.486	40.564	41.365
ADGRE2	2	ENSG00000127507.18_2_P	L00000315576.8	ENSG00000127507.18	chr19	14732391	14736244	-	14732391	14736235	3844	0	0	0	0	0	61.369	54.101	58.514	59.436	58.635
ADGRF1	2	ENSG00000153292.16_1_D	L00000371253.7	ENSG00000153292.16	chr6	46996707	47000295	-	46996707	47000221	3514	87.62	84.388	89.693	84.581	80.514	22.693	24.262	23.018	21.516	18.753
ADGRF1	2	ENSG00000153292.16_2_P	L00000371253.7	ENSG00000153292.16	chr6	46997707	47000295	-	46997707	47000221	2514	12.38	15.612	10.307	15.419	19.486	77.307	75.738	76.982	78.484	81.247
ADGRG3	2	ENSG00000182885.17_1_P	L00000333493.9	ENSG00000182885.17	chr16	57688351	57689378	+	57688461	57689378	917	51.758	53.203	52.121	49.358	46.056	49.512	52.021	51.138	49.169	51.315
ADGRG3	2	ENSG00000182885.17_2_D	L00000333493.9	ENSG00000182885.17	chr16	57688351	57690378	+	57688461	57690378	1917	48.242	46.797	47.879	50.642	53.944	50.488	47.979	48.862	50.831	48.685
ADH4	2	ENSG00000198099.9_1_D	L00000508393.5	ENSG00000198099.9	chr4	99122656	99124466	-	99122656	99124441	1785	43.338	39.529	42.004	38.827	40.719	45.9	43.938	38.453	51.693	48.172
ADH4	2	ENSG00000198099.9_2_P	L00000508393.5	ENSG00000198099.9	chr4	99123656	99124466	-	99123656	99124441	785	56.662	60.471	57.996	61.173	59.281	54.1	56.062	61.547	48.307	51.828
ADH5	2	ENSG00000197894.11_1_D	L00000296412.13	ENSG00000197894.11	chr4	99069977	99072441	-	99069977	99072416	2439	54.375	54.453	52.856	54.186	52.762	55.672	52.556	54.371	58.553	50.251
ADH5	2	ENSG00000197894.11_2_P	L00000296412.13	ENSG00000197894.11	chr4	99070977	99072441	-	99070977	99072416	1439	45.625	45.547	47.144	45.814	47.238	44.328	47.444	45.629	41.447	49.749
ADHFE1	2	ENSG00000147576.17_1_P	L00000396623.8	ENSG00000147576.17	chr8	66468268	66468907	+	66468352	66468907	555	59.354	59.053	59.914	62.326	55.775	58.566	61.139	58.053	59.088	60.067
ADHFE1	2	ENSG00000147576.17_2_D	L00000396623.8	ENSG00000147576.17	chr8	66468268	66469907	+	66468352	66469907	1555	40.646	40.947	40.086	37.674	44.225	41.434	38.861	41.947	40.912	39.933
ADI1	2	ENSG00000182551.14_1_D	L00000382093.5	ENSG00000182551.14	chr2	3497452	3499082	-	3497452	3498962	1510	64.39	62.339	61.379	70.757	62.357	36.123	30.918	29.526	35.689	27.287
ADI1	2	ENSG00000182551.14_2_P	L00000382093.5	ENSG00000182551.14	chr2	3498452	3499082	-	3498452	3498962	510	35.61	37.661	38.621	29.243	37.643	63.877	69.082	70.474	64.311	72.713
ADIPOQ	2	ENSG00000181092.10_1_P	L00000444204.2	ENSG00000181092.10	chr3	186854183	186858463	+	186854704	186858463	3759	70.646	77.87	86.254	73.989	79.451	14.883	13.979	20.151	17.491	21.415
ADIPOQ	2	ENSG00000181092.10_2_D	L00000444204.2	ENSG00000181092.10	chr3	186854183	186859463	+	186854704	186859463	4759	29.354	22.13	13.746	26.011	20.549	85.117	86.021	79.849	82.509	78.585
ADIPOR2	2	ENSG00000006831.10_1_P	L00000357103.5	ENSG00000006831.10	chr12	1785943	1788674	+	1786072	1788674	2602	40.775	42.24	39.611	43.057	42.087	46.227	34.187	41.843	44.614	42.936
ADIPOR2	2	ENSG00000006831.10_2_D	L00000357103.5	ENSG00000006831.10	chr12	1785943	1789674	+	1786072	1789674	3602	59.225	57.76	60.389	56.943	57.913	53.773	65.813	58.157	55.386	57.064
ADNP	2	ENSG00000101126.18_1_D	L00000371602.9	ENSG00000101126.18	chr20	50887915	50894512	-	50887915	50891404	3489	100	100	100	100	100	17.236	15.915	18.033	14.213	17.511
ADNP	2	ENSG00000101126.18_2_P	L00000371602.9	ENSG00000101126.18	chr20	50888915	50894512	-	50888915	50891404	2489	0	0	0	0	0	82.764	84.085	81.967	85.787	82.489
ADRA1D	2	ENSG00000171873.8_1_D	L00000379453.6	ENSG00000171873.8	chr20	4219629	4222130	-	4219629	4221522	1893	49.271	52.727	53.353	47.674	46.95	41.595	48.055	54.5	52.19	48.318
ADRA1D	2	ENSG00000171873.8_2_P	L00000379453.6	ENSG00000171873.8	chr20	4220629	4222130	-	4220629	4221522	893	50.729	47.273	46.647	52.326	53.05	58.405	51.945	45.5	47.81	51.682
ADRA2C	2	ENSG00000184160.8_1_P	L00000330055.7	ENSG00000184160.8	chr4	3766384	3768526	+	3767995	3768526	531	48.93	50.284	46.292	48.752	48.913	47.398	44.715	50.178	42.024	47.168
ADRA2C	2	ENSG00000184160.8_2_D	L00000330055.7	ENSG00000184160.8	chr4	3766384	3769526	+	3767995	3769526	1531	51.07	49.716	53.708	51.248	51.087	52.602	55.285	49.822	57.976	52.832
ADRM1	2	ENSG00000130706.13_1_P	L00000491935.5	ENSG00000130706.13	chr20	62308654	62308862	+	62308761	62308862	101	76.06	73.793	74.729	74.653	72.823	85.043	76.635	71.396	81.277	76.211
ADRM1	2	ENSG00000130706.13_2_D	L00000491935.5	ENSG00000130706.13	chr20	62308654	62309862	+	62308761	62309862	1101	23.94	26.207	25.271	25.347	27.177	14.957	23.365	28.604	18.723	23.789
AEN	2	ENSG00000181026.15_1_P	L00000332810.4	ENSG00000181026.15	chr15	88630057	88632281	+	88630294	88632281	1987	51.777	52.365	41.103	36.635	39.63	46.448	46.082	45.429	44.405	43.817
AEN	2	ENSG00000181026.15_2_D	L00000332810.4	ENSG00000181026.15	chr15	88630057	88633281	+	88630294	88633281	2987	48.223	47.635	58.897	63.365	60.37	53.552	53.918	54.571	55.595	56.183
AFF2	2	ENSG00000155966.14_1_P	L00000370460.7	ENSG00000155966.14	chrX	148991210	149000663	+	148991332	149000663	9331	41.181	43.277	45.69	43.55	42.243	44.099	43.538	41.017	40.193	39.816
AFF2	2	ENSG00000155966.14_2_D	L00000370460.7	ENSG00000155966.14	chrX	148991210	149001663	+	148991332	149001663	10331	58.819	56.723	54.31	56.45	57.757	55.901	56.462	58.983	59.807	60.184
AFF4	2	ENSG00000072364.13_1_D	L00000265343.10	ENSG00000072364.13	chr5	132874394	132881186	-	132874394	132881058	6664	98.336	83.67	86.807	90.897	90.852	30.43	35.494	35.757	41.742	39.448
AFF4	2	ENSG00000072364.13_2_P	L00000265343.10	ENSG00000072364.13	chr5	132875394	132881186	-	132875394	132881058	5664	1.664	16.33	13.193	9.103	9.148	69.57	64.506	64.243	58.258	60.552
AFG3L2	2	ENSG00000141385.10_1_D	L00000269143.8	ENSG00000141385.10	chr18	12327943	12329783	-	12327943	12329564	1621	31.932	29.728	29.518	28.904	28.069	76.682	69.173	70.94	70.967	67.87
AFG3L2	2	ENSG00000141385.10_2_P	L00000269143.8	ENSG00000141385.10	chr18	12328943	12329783	-	12328943	12329564	621	68.068	70.272	70.482	71.096	71.931	23.318	30.827	29.06	29.033	32.13
AFMID	2	ENSG00000183077.15_1_P	L00000409257.9	ENSG00000183077.15	chr17	78206910	78207701	+	78206937	78207701	764	60.255	58.584	61.543	62.874	55.653	64.292	51.192	60.716	60.345	61.182
AFMID	2	ENSG00000183077.15_2_D	L00000409257.9	ENSG00000183077.15	chr17	78206910	78208701	+	78206937	78208701	1764	39.745	41.416	38.457	37.126	44.347	35.708	48.808	39.284	39.655	38.818
AFTPH	2	ENSG00000119844.15_1_P	L00000238855.11	ENSG00000119844.15	chr2	64591887	64592997	+	64592035	64592997	962	29.454	32.642	30.909	29.486	29.545	82.141	82.255	82.848	85.528	82.809
AFTPH	2	ENSG00000119844.15_2_D	L00000238855.11	ENSG00000119844.15	chr2	64591887	64593997	+	64592035	64593997	1962	70.546	67.358	69.091	70.514	70.455	17.859	17.745	17.152	14.472	17.191
AGAP2	2	ENSG00000135439.11_1_D	L00000257897.7	ENSG00000135439.11	chr12	57722760	57726794	-	57722760	57726551	3791	36.784	33.344	38.351	43.924	34.999	85.365	81.241	72.918	78.887	81.964
AGAP2	2	ENSG00000135439.11_2_P	L00000257897.7	ENSG00000135439.11	chr12	57723760	57726794	-	57723760	57726551	2791	63.216	66.656	61.649	56.076	65.001	14.635	18.759	27.082	21.113	18.036
AGAP9	2	ENSG00000204172.12_1_D	L00000452145.6	ENSG00000204172.12	chr10	47500853	47503543	-	47500853	47502151	1298	73.508	73.796	82.257	71.649	75.978	33.122	44.147	30.826	36.358	35.555
AGAP9	2	ENSG00000204172.12_2_P	L00000452145.6	ENSG00000204172.12	chr10	47501853	47503543	-	47501853	47502151	298	26.492	26.204	17.743	28.351	24.022	66.878	55.853	69.174	63.642	64.445
AGFG2	2	ENSG00000106351.13_1_P	L00000300176.9	ENSG00000106351.13	chr7	100564931	100568220	+	100564991	100568220	3229	66.434	65.22	64.429	60.178	64.763	15.775	14.968	14.696	22.652	14.852
AGFG2	2	ENSG00000106351.13_2_D	L00000300176.9	ENSG00000106351.13	chr7	100564931	100569220	+	100564991	100569220	4229	33.566	34.78	35.571	39.822	35.237	84.225	85.032	85.304	77.348	85.148
AGO2	2	ENSG00000123908.12_1_D	L00000220592.10	ENSG00000123908.12	chr8	140519155	140532152	-	140519155	140532043	12888	59.32	51.9	70.467	56.096	59.728	60.933	59.092	60.666	58.131	58.75
AGO2	2	ENSG00000123908.12_2_P	L00000220592.10	ENSG00000123908.12	chr8	140520155	140532152	-	140520155	140532043	11888	40.68	48.1	29.533	43.904	40.272	39.067	40.908	39.334	41.869	41.25
AGPS	2	ENSG00000018510.18_1_P	L00000264167.11	ENSG00000018510.18	chr2	177538073	177543834	+	177538195	177543834	5639	58.742	62.96	58.84	63.805	63.116	10.698	11.473	6.83	13.748	16.654
AGPS	2	ENSG00000018510.18_2_D	L00000264167.11	ENSG00000018510.18	chr2	177538073	177544834	+	177538195	177544834	6639	41.258	37.04	41.16	36.195	36.884	89.302	88.527	93.17	86.252	83.346
AICDA	2	ENSG00000111732.11_1_D	L00000229335.11	ENSG00000111732.11	chr12	8601169	8604337	-	8601169	8604283	3114	53.958	57.894	57.164	56.976	57.093	57.526	59.07	54.797	55.295	54.564
AICDA	2	ENSG00000111732.11_2_P	L00000229335.11	ENSG00000111732.11	chr12	8602169	8604337	-	8602169	8604283	2114	46.042	42.106	42.836	43.024	42.907	42.474	40.93	45.203	44.705	45.436
AIFM2	2	ENSG00000042286.15_1_D	L00000613322.4	ENSG00000042286.15	chr10	70111269	70114329	-	70111269	70114177	2908	11.119	11.693	10.27	12.143	11.6	92.156	82.437	87.779	86.36	100
AIFM2	2	ENSG00000042286.15_2_P	L00000613322.4	ENSG00000042286.15	chr10	70112269	70114329	-	70112269	70114177	1908	88.881	88.307	89.73	87.857	88.4	7.844	17.563	12.221	13.64	0
AIP	2	ENSG00000110711.10_1_P	L00000279146.8	ENSG00000110711.10	chr11	67490787	67491103	+	67490993	67491103	110	78.175	76.632	75.3	77.112	78.163	76.46	76.553	77.104	76.17	76.574
AIP	2	ENSG00000110711.10_2_D	L00000279146.8	ENSG00000110711.10	chr11	67490787	67492103	+	67490993	67492103	1110	21.825	23.368	24.7	22.888	21.837	23.54	23.447	22.896	23.83	23.426
AK1	2	ENSG00000106992.19_1_D	L00000644144.2	ENSG00000106992.19	chr9	127865485	127868076	-	127865485	127868007	2522	18.611	17.55	19.598	19.397	14.635	71.127	71.157	67.257	65.406	65.666
AK1	2	ENSG00000106992.19_2_P	L00000644144.2	ENSG00000106992.19	chr9	127866485	127868076	-	127866485	127868007	1522	81.389	82.45	80.402	80.603	85.365	28.873	28.843	32.743	34.594	34.334
AK5	2	ENSG00000154027.19_1_P	L00000344720.9	ENSG00000154027.19	chr1	77558601	77559962	+	77558670	77559962	1292	39.642	39.145	47.608	43.466	42.633	44.235	42.872	40.372	50.106	49.172
AK5	2	ENSG00000154027.19_2_D	L00000344720.9	ENSG00000154027.19	chr1	77558601	77560962	+	77558670	77560962	2292	60.358	60.855	52.392	56.534	57.367	55.765	57.128	59.628	49.894	50.828
AK7	2	ENSG00000140057.9_1_P	L00000267584.9	ENSG00000140057.9	chr14	96488304	96489427	+	96488343	96489427	1084	74.023	68.186	74.362	65.603	71.558	25.268	28.692	26.875	22.594	21.338
AK7	2	ENSG00000140057.9_2_D	L00000267584.9	ENSG00000140057.9	chr14	96488304	96490427	+	96488343	96490427	2084	25.977	31.814	25.638	34.397	28.442	74.732	71.308	73.125	77.406	78.662
AKAP11	2	ENSG00000023516.9_1_P	L00000025301.4	ENSG00000023516.9	chr13	42319087	42323261	+	42319228	42323261	4033	66.109	61.3	62.837	61.742	64.505	24.014	11.156	21.671	15.706	14.673
AKAP11	2	ENSG00000023516.9_2_D	L00000025301.4	ENSG00000023516.9	chr13	42319087	42324261	+	42319228	42324261	5033	33.891	38.7	37.163	38.258	35.495	75.986	88.844	78.329	84.294	85.327
AKAP3	2	ENSG00000111254.8_1_D	L00000228850.6	ENSG00000111254.8	chr12	4614517	4615894	-	4614517	4615738	1221	10.67	11.7	9.615	6.684	12.393	34.396	41.912	34.709	32.542	28.811
AKAP3	2	ENSG00000111254.8_2_P	L00000228850.6	ENSG00000111254.8	chr12	4615517	4615894	-	4615517	4615738	221	89.33	88.3	90.385	93.316	87.607	65.604	58.088	65.291	67.458	71.189
AKAP4	2	ENSG00000147081.15_1_D	L00000358526.7	ENSG00000147081.15	chrX	50189776	50191115	-	50189776	50190959	1183	44.015	43.709	41.462	47.857	46.633	5.624	5.637	4.574	6.321	5.521
AKAP4	2	ENSG00000147081.15_2_P	L00000358526.7	ENSG00000147081.15	chrX	50190776	50191115	-	50190776	50190959	183	55.985	56.291	58.538	52.143	53.367	94.376	94.363	95.426	93.679	94.479
AKAP9	2	ENSG00000127914.19_1_P	L00000681412.1	ENSG00000127914.19	chr7	92108493	92110640	+	92108719	92110640	1921	46.245	39.752	42.244	50.18	48.404	46.177	42.746	43.402	48.486	42.685
AKAP9	2	ENSG00000127914.19_2_D	L00000681412.1	ENSG00000127914.19	chr7	92108493	92111640	+	92108719	92111640	2921	53.755	60.248	57.756	49.82	51.596	53.823	57.254	56.598	51.514	57.315
AKIP1	2	ENSG00000166452.12_1_P	L00000529876.5	ENSG00000166452.12	chr11	8917286	8918119	+	8917466	8918119	653	32.366	31.16	32.738	29.295	30.118	69.939	79.458	74.865	76.839	75.403
AKIP1	2	ENSG00000166452.12_2_D	L00000529876.5	ENSG00000166452.12	chr11	8917286	8919119	+	8917466	8919119	1653	67.634	68.84	67.262	70.705	69.882	30.061	20.542	25.135	23.161	24.597
AKIRIN1	2	ENSG00000174574.16_1_P	L00000432648.8	ENSG00000174574.16	chr1	39004044	39006059	+	39004055	39006059	2004	26.995	29.438	33.191	26.842	31.972	74.969	71.292	72.584	70.724	74.121
AKIRIN1	2	ENSG00000174574.16_2_D	L00000432648.8	ENSG00000174574.16	chr1	39004044	39007059	+	39004055	39007059	3004	73.005	70.562	66.809	73.158	68.028	25.031	28.708	27.416	29.276	25.879
AKR1C1	2	ENSG00000187134.14_1_P	L00000380872.9	ENSG00000187134.14	chr10	4977699	4983283	+	4977742	4983283	5541	41.035	42.106	40.47	45.363	43.879	41.066	30.442	38.57	47.373	47.773
